model,family,type,mount_style,load_min_kg,load_max_kg,natural_freq_hz,stiffness_n_mm,static_deflection_mm,height_mm,dia_mm,length_mm,width_mm,thread,material,hardness_shore,temp_min_c,temp_max_c,weight_kg,hsn,gst_rate,uom,price_inr,lead_time_days,status,image,ga_pdf,source,note
AT-RCM-SU-25.5x15-M8-G12,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,12.2,61.2,8.4,171,3.5,15,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 311270/13,"D25.5 x H15 mm, M8 stud 12 mm; compression 60 daN at 3.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x19-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,11.2,56.1,7.4,122,4.5,19,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511251,"D25.5 x H19 mm, M8 stud 20 mm; compression 55 daN at 4.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x22-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,10.2,51,6.7,91,5.5,22,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511275,"D25.5 x H22 mm, M8 stud 20 mm; compression 50 daN at 5.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x25-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,10.2,51,6.4,83,6,25,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511280,"D25.5 x H25 mm, M8 stud 20 mm; compression 50 daN at 6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x30-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,10.2,51,5.6,62,8,30,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511285,"D25.5 x H30 mm, M8 stud 20 mm; compression 50 daN at 8 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-25.5x40-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,10.2,51,5.0,50,10,40,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511290,"D25.5 x H40 mm, M8 stud 20 mm; compression 50 daN at 10 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-30x15-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,18.3,91.7,8.4,257,3.5,15,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511308,"D30 x H15 mm, M8 stud 25 mm; compression 90 daN at 3.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-30x22-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,16.3,81.5,6.4,133,6,22,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511310,"D30 x H22 mm, M8 stud 25 mm; compression 80 daN at 6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-30x30-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,14.3,71.4,5.6,88,8,30,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511312,"D30 x H30 mm, M8 stud 25 mm; compression 70 daN at 8 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-30x40-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,12.2,61.2,5.3,67,9,40,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.06,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511314,"D30 x H40 mm, M8 stud 25 mm; compression 60 daN at 9 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-40x30-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,24.5,122.3,6.0,171,7,30,40,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.08,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511157,"D40 x H30 mm, M8 stud 20 mm; compression 120 daN at 7 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-40x40-M8,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,24.5,122.3,5.0,120,10,40,40,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.10,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511161,"D40 x H40 mm, M8 stud 20 mm; compression 120 daN at 10 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-40x20-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,32.6,163.1,7.0,320,5,20,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.07,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511450,"D40 x H20 mm, M10 stud 25 mm; compression 160 daN at 5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-40x25-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,30.6,152.9,6.4,250,6,25,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.08,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511401,"D40 x H25 mm, M10 stud 25 mm; compression 150 daN at 6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-40x35-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,24.5,122.3,5.6,150,8,35,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.10,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511452,"D40 x H35 mm, M10 stud 25 mm; compression 120 daN at 8 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-40x40-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,24.5,122.3,5.0,120,10,40,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.11,40169990,18,NOS,500,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511454,"D40 x H40 mm, M10 stud 25 mm; compression 120 daN at 10 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-40x45-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,24.5,122.3,4.8,109,11,45,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.11,40169990,18,NOS,550,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511456,"D40 x H45 mm, M10 stud 25 mm; compression 120 daN at 11 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-50x25-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,61.2,305.8,6.4,500,6,25,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.12,40169990,18,NOS,750,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511525,"D50 x H25 mm, M10 stud 25 mm; compression 300 daN at 6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-50x35-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,51,254.8,5.3,278,9,35,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.14,40169990,18,NOS,750,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511535,"D50 x H35 mm, M10 stud 25 mm; compression 250 daN at 9 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-50x45-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,38.7,193.7,4.8,173,11,45,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.17,40169990,18,NOS,800,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511545,"D50 x H45 mm, M10 stud 25 mm; compression 190 daN at 11 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-60x22-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,71.4,356.8,9.1,1167,3,22,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.15,40169990,18,NOS,750,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 513601,"D60 x H22 mm, M10 stud 25 mm; compression 350 daN at 3 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-60x25-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,81.5,407.7,6.4,667,6,25,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.16,40169990,18,NOS,800,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511625,"D60 x H25 mm, M10 stud 25 mm; compression 400 daN at 6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-60x36-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,61.2,305.8,5.3,333,9,36,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.20,40169990,18,NOS,800,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511635,"D60 x H36 mm, M10 stud 25 mm; compression 300 daN at 9 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-60x45-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,51,254.8,4.8,227,11,45,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.23,40169990,18,NOS,850,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511645,"D60 x H45 mm, M10 stud 25 mm; compression 250 daN at 11 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-70x35-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,91.7,458.7,5.3,500,9,35,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.26,40169990,18,NOS,850,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511735,"D70 x H35 mm, M10 stud 25 mm; compression 450 daN at 9 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-70x50-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,71.4,356.8,4.6,292,12,50,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.34,40169990,18,NOS,950,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511750,"D70 x H50 mm, M10 stud 25 mm; compression 350 daN at 12 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-70x70-M10,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,61.2,305.8,4.2,214,14,70,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.43,40169990,18,NOS,1050,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511770,"D70 x H70 mm, M10 stud 25 mm; compression 300 daN at 14 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-80x25-M14,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,224.3,1121.3,6.4,1833,6,25,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.33,40169990,18,NOS,850,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 513801,"D80 x H25 mm, M14 stud 45 mm; compression 1100 daN at 6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-80x30-M14,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,193.7,968.4,5.6,1188,8,30,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.34,40169990,18,NOS,900,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511830,"D80 x H30 mm, M14 stud 35 mm; compression 950 daN at 8 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-80x40-M14,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,122.3,611.6,5.0,600,10,40,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.41,40169990,18,NOS,950,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511840,"D80 x H40 mm, M14 stud 35 mm; compression 600 daN at 10 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-80x70-M14,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,101.9,509.7,3.8,294,17,70,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.60,40169990,18,NOS,1150,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511870,"D80 x H70 mm, M14 stud 35 mm; compression 500 daN at 17 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SU-80x80-M14,"AT-RCM-SU cylindrical mount, stud one end",cylindrical rubber mount - male stud / plain face,SU,91.7,458.7,3.6,237,19,80,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.66,40169990,18,NOS,1200,21,active,img/mounts/RCM-SU.svg,,AT-RCM range (import / local moulding). Supplier ref 511880,"D80 x H80 mm, M14 stud 35 mm; compression 450 daN at 19 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-SS-10x8-M3,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,2,10.2,12.5,62,1.6,8,10,,,M3,"Natural rubber, galvanised steel plates",,-30,70,0.00,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref n/a,"D10 x H8 mm, M3 stud 6 mm; compression 10 daN at 1.6 mm; shear (radial) rating 1.25 daN at 0.9 mm, k_shear 14 N/mm. Imported or moulded locally in India."
AT-RCM-SS-12x8-M3,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,2.4,12.2,14.4,100,1.2,8,12,,,M3,"Natural rubber, galvanised steel plates",,-30,70,0.00,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref n/a,"D12 x H8 mm, M3 stud 6 mm; compression 12 daN at 1.2 mm; shear (radial) rating 1.5 daN at 0.75 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-SS-12.5x10-M5,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,2.4,12.2,11.1,60,2,10,12.5,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521293,"D12.5 x H10 mm, M5 stud 10 mm; compression 12 daN at 2 mm; shear (radial) rating 1.5 daN at 1.5 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-SS-12.5x15-M5,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,2,10.2,9.1,33,3,15,12.5,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521128,"D12.5 x H15 mm, M5 stud 10 mm; compression 10 daN at 3 mm; shear (radial) rating 2.5 daN at 2 mm, k_shear 12 N/mm. Imported or moulded locally in India."
AT-RCM-SS-12.5x20-M5,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,1.6,8.2,8.4,23,3.5,20,12.5,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521295,"D12.5 x H20 mm, M5 stud 10 mm; compression 8 daN at 3.5 mm; shear (radial) rating 2.5 daN at 4 mm, k_shear 6 N/mm. Imported or moulded locally in India."
AT-RCM-SS-16x10-M4,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,4.1,20.4,12.9,133,1.5,10,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521650,"D16 x H10 mm, M4 stud 10 mm; compression 20 daN at 1.5 mm; shear (radial) rating 2.5 daN at 1.5 mm, k_shear 17 N/mm. Imported or moulded locally in India."
AT-RCM-SS-16x15-M4,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,4.1,20.4,9.1,67,3,15,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521651,"D16 x H15 mm, M4 stud 10 mm; compression 20 daN at 3 mm; shear (radial) rating 2.5 daN at 2 mm, k_shear 12 N/mm. Imported or moulded locally in India."
AT-RCM-SS-16x10-M5,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,4.1,20.4,12.9,133,1.5,10,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521292,"D16 x H10 mm, M5 stud 12 mm; compression 20 daN at 1.5 mm; shear (radial) rating 2.5 daN at 1.5 mm, k_shear 17 N/mm. Imported or moulded locally in India."
AT-RCM-SS-16x15-M5,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,4.1,20.4,9.1,67,3,15,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521294,"D16 x H15 mm, M5 stud 12 mm; compression 20 daN at 3 mm; shear (radial) rating 2.5 daN at 2 mm, k_shear 12 N/mm. Imported or moulded locally in India."
AT-RCM-SS-16x20-M5,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,3.1,15.3,7.9,38,4,20,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521296,"D16 x H20 mm, M5 stud 12 mm; compression 15 daN at 4 mm; shear (radial) rating 2.5 daN at 4 mm, k_shear 6 N/mm. Imported or moulded locally in India."
AT-RCM-SS-16x25-M5,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,3.1,15.3,7.0,30,5,25,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521298,"D16 x H25 mm, M5 stud 12 mm; compression 15 daN at 5 mm; shear (radial) rating 2 daN at 5 mm, k_shear 4 N/mm. Imported or moulded locally in India."
AT-RCM-SS-20x8.5-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,8.2,40.8,20.4,667,0.6,8.5,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521178,"D20 x H8.5 mm, M6 stud 16.5 mm; compression 40 daN at 0.6 mm; shear (radial) rating 5 daN at 1 mm, k_shear 50 N/mm. Imported or moulded locally in India."
AT-RCM-SS-20x15-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,7.1,35.7,9.1,117,3,15,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521249,"D20 x H15 mm, M6 stud 16.5 mm; compression 35 daN at 3 mm; shear (radial) rating 5 daN at 2.5 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-SS-20x20-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,6.1,30.6,7.4,67,4.5,20,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521297,"D20 x H20 mm, M6 stud 16.5 mm; compression 30 daN at 4.5 mm; shear (radial) rating 5 daN at 3.5 mm, k_shear 14 N/mm. Imported or moulded locally in India."
AT-RCM-SS-20x25-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,6.1,30.6,6.7,55,5.5,25,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521299,"D20 x H25 mm, M6 stud 16.5 mm; compression 30 daN at 5.5 mm; shear (radial) rating 4.5 daN at 4.5 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-SS-20x30-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,5.1,25.5,6.0,36,7,30,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521319,"D20 x H30 mm, M6 stud 16.5 mm; compression 25 daN at 7 mm; shear (radial) rating 4.5 daN at 4.5 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x10-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,16.3,81.5,12.9,533,1.5,10,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521655,"D25.5 x H10 mm, M6 stud 18 mm; compression 80 daN at 1.5 mm; shear (radial) rating 8 daN at 1.5 mm, k_shear 53 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x15-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,12.2,61.2,10.0,240,2.5,15,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521656,"D25.5 x H15 mm, M6 stud 18 mm; compression 60 daN at 2.5 mm; shear (radial) rating 8 daN at 2.5 mm, k_shear 32 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x20-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,10.2,51,11.1,250,2,20,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521652,"D25.5 x H20 mm, M6 stud 18 mm; compression 50 daN at 2 mm; shear (radial) rating 8 daN at 4 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x30-M6,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,10.2,51,5.8,67,7.5,30,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521653,"D25.5 x H30 mm, M6 stud 18 mm; compression 50 daN at 7.5 mm; shear (radial) rating 8 daN at 6 mm, k_shear 13 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x10-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,16.3,81.5,12.9,533,1.5,10,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521340,"D25.5 x H10 mm, M8 stud 20 mm; compression 80 daN at 1.5 mm; shear (radial) rating 8 daN at 1.5 mm, k_shear 53 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x15-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,12.2,61.2,10.0,240,2.5,15,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521341,"D25.5 x H15 mm, M8 stud 20 mm; compression 60 daN at 2.5 mm; shear (radial) rating 8 daN at 2.5 mm, k_shear 32 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x22-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,10.2,51,7.9,125,4,22,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521251,"D25.5 x H22 mm, M8 stud 20 mm; compression 50 daN at 4 mm; shear (radial) rating 8 daN at 4 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-SS-25.5x25-M8,"AT-RCM-SS cylindrical mount, studs both ends",cylindrical rubber mount - male / male,SS,10.2,51,6.7,91,5.5,25,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,450,21,active,img/mounts/RCM-SS.svg,,AT-RCM range (import / local moulding). Supplier ref 521342,"D25.5 x H25 mm, M8 stud 20 mm; compression 50 daN at 5.5 mm; shear (radial) rating 8 daN at 4.5 mm, k_shear 18 N/mm. Imported or moulded locally in India."
