source,family,model,type,wire_dia_mm,loop_count,length_mm,width_mm,height_mm,mount_hole_dia_mm,weight_kg,static_load_min_n,static_load_max_n,vertical_stiffness_n_mm,shear_stiffness_n_mm,roll_stiffness_n_mm,shock_load_max_n,max_deflection_mm,natural_freq_hz,notes
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC40-40,wire rope compact (single loop),4,1,35.1,67,76,7.00,0.9,,21,5.8,0.9,2.5,,49.3,,"cat p.46-47; Ks_comp=1.8; 45deg comp/roll: Fmax=8.7 N dmax=53.8 mm Kv=2.5 Ks=0.9; shear/roll: Fmax=8.7 N dmax=48.5 mm Kv=0.9 Ks=0.75; bar 25.4x9.9 mm; bar 35.1x25.4, hole offset 5.1; thread M6X1.0; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC48-10,wire rope compact (single loop),4.8,1,35.8,54,47,7.00,0.9,,185,42,10.3,21,,22.1,,"cat p.48-49; Ks_comp=21; 45deg comp/roll: Fmax=52 N dmax=22.9 mm Kv=21 Ks=10.3; shear/roll: Fmax=52 N dmax=20.6 mm Kv=10.3 Ks=8.7; bar 25.4x10.2 mm; bar 35.8x25.4, hole offset 5.1; thread M6X1.0; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC48-20,wire rope compact (single loop),4.8,1,35.8,59,55,7.00,1,,121,26,5.7,12.5,,29.5,,"cat p.48-49; Ks_comp=12.5; 45deg comp/roll: Fmax=43 N dmax=30.5 mm Kv=12.5 Ks=6.9; shear/roll: Fmax=40 N dmax=27.4 mm Kv=5.7 Ks=4.8; bar 25.4x10.2 mm; bar 35.8x25.4, hole offset 5.1; thread M6X1.0; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC48-30,wire rope compact (single loop),4.8,1,35.8,64,64,7.00,1.04,,87,19.5,3.4,10.3,,37.6,,"cat p.48-49; Ks_comp=6.9; 45deg comp/roll: Fmax=29 N dmax=38.1 mm Kv=10.3 Ks=3.7; shear/roll: Fmax=29 N dmax=34.3 mm Kv=3.4 Ks=2.9; bar 25.4x10.2 mm; bar 35.8x25.4, hole offset 5.1; thread M6X1.0; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTC compact wire rope isolator,OVTC48-40,wire rope compact (single loop),4.8,1,35.8,73,79,7.00,1.07,,47,10.3,2.1,4.6,,51.6,,"cat p.48-49; Ks_comp=3.4; 45deg comp/roll: Fmax=17 N dmax=53.3 mm Kv=4.6 Ks=1.6; shear/roll: Fmax=21 N dmax=48 mm Kv=2.1 Ks=1.8; bar 25.4x10.2 mm; bar 35.8x25.4, hole offset 5.1; thread M6X1.0; max insert torque 7.5 Nm"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-5,"wire rope, stainless bars",,,113,38,32.5,M5 or 5.5,0.16,,50,70,296,296,,10,25±3,"cat p.50-53; nominal load Z=50 N X=23.5 N Y=23.5 N; static defl at nominal 1±0.4 mm; static stiffness Z/X/Y=70/296/296 N/mm; dynamic stiffness Z/X/Y=230/92/92 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=25±3/23±3/23±3 Hz; shock stiffness Z/X/Y=78/34/34 N/mm; max allowable defl Z/X/Y=10/11/11 mm; damping ratio >=0.18; mount hole pitch L1=97 L2=97; 2 holes per bar; Diagram 1; interface option I; all stainless steel; marine use; X/Y static stiffness 296 printed - out of family trend (OVTS-6 = 32), suspect misprint"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-6,"wire rope, stainless bars",,,133,40,32.2,M5 or 5.5,0.185,,60,87,32,32,,11,25±3,cat p.50-53; nominal load Z=60 N X=28.2 N Y=28.2 N; static defl at nominal 1±0.4 mm; static stiffness Z/X/Y=87/32/32 N/mm; dynamic stiffness Z/X/Y=255/102/102 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=25±3/23±3/23±3 Hz; shock stiffness Z/X/Y=87/38/38 N/mm; max allowable defl Z/X/Y=11/12/12 mm; damping ratio >=0.18; mount hole pitch L1=117 L2=117; 2 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-10,"wire rope, stainless bars",,,146,72,68.2,M6 or 6.5,0.34,,100,130,48,48,,23,14±3,cat p.50-53; nominal load Z=100 N X=47 N Y=47 N; static defl at nominal 1±0.4 mm; static stiffness Z/X/Y=130/48/48 N/mm; dynamic stiffness Z/X/Y=98/40/40 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=14±3/13±3/13±3 Hz; shock stiffness Z/X/Y=97/42/42 N/mm; max allowable defl Z/X/Y=23/24/24 mm; damping ratio >=0.18; mount hole pitch L1=132 L2=132; 2 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-20,"wire rope, stainless bars",,,146,75,70,M6 or 6.5,0.415,,200,213,78,78,,24,14±3,cat p.50-53; nominal load Z=200 N X=94 N Y=94 N; static defl at nominal 1±0.4 mm; static stiffness Z/X/Y=213/78/78 N/mm; dynamic stiffness Z/X/Y=172/69/69 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=14±3/14±3/14±3 Hz; shock stiffness Z/X/Y=105/45/45 N/mm; max allowable defl Z/X/Y=24/25/25 mm; damping ratio >=0.18; mount hole pitch L1=132 L2=132; 2 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-30,"wire rope, stainless bars",,,182,87,82,M6 or 6.5,0.77,,300,336,123,123,,28,13±3,cat p.50-53; nominal load Z=300 N X=141 N Y=141 N; static defl at nominal 1±0.4 mm; static stiffness Z/X/Y=336/123/123 N/mm; dynamic stiffness Z/X/Y=298/120/120 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=13±3/12±3/12±3 Hz; shock stiffness Z/X/Y=112/48/48 N/mm; max allowable defl Z/X/Y=28/29/29 mm; damping ratio >=0.18; mount hole pitch L1=54 L2=54 L3=126 L4=126; 4 holes per bar; Diagram 2; interface option III; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-50,"wire rope, stainless bars",,,182,89,80.3,M6 or 6.5,0.815,,500,392,144,144,,25,11±3,cat p.50-53; nominal load Z=500 N X=235 N Y=235 N; static defl at nominal 1±0.4 mm; static stiffness Z/X/Y=392/144/144 N/mm; dynamic stiffness Z/X/Y=348/140/140 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=11±3/10±3/10±3 Hz; shock stiffness Z/X/Y=160/69/69 N/mm; max allowable defl Z/X/Y=25/26/26 mm; damping ratio >=0.18; mount hole pitch L1=54 L2=54 L3=126 L4=126; 4 holes per bar; Diagram 2; interface option III; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-60,"wire rope, stainless bars",,,182,91,78.7,M6 or 6.5,0.91,,600,732,269,269,,27,15±3,cat p.50-53; nominal load Z=600 N X=282 N Y=282 N; static defl at nominal 1±0.4 mm; static stiffness Z/X/Y=732/269/269 N/mm; dynamic stiffness Z/X/Y=549/221/221 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=15±3/14±3/14±3 Hz; shock stiffness Z/X/Y=228/98/98 N/mm; max allowable defl Z/X/Y=27/28/28 mm; damping ratio >=0.18; mount hole pitch L1=54 L2=54 L3=126 L4=126; 4 holes per bar; Diagram 2; interface option III; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-80,"wire rope, stainless bars",,,200,109,94,10,1.5,,800,165,64,64,,36,9±2,cat p.50-53; nominal load Z=800 N X=376 N Y=376 N; static defl at nominal 6±2 mm; static stiffness Z/X/Y=165/64/64 N/mm; dynamic stiffness Z/X/Y=296/120/120 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=9±2/8±2/8±2 Hz; shock stiffness Z/X/Y=110/47/47 N/mm; max allowable defl Z/X/Y=36/37/37 mm; damping ratio >=0.18; mount hole pitch L1=172 L2=172; 3 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-100,"wire rope, stainless bars",,,200,109,94,10,1.7,,1000,196,70,70,,36,8±2,cat p.50-53; nominal load Z=1000 N X=470 N Y=470 N; static defl at nominal 6±2 mm; static stiffness Z/X/Y=196/70/70 N/mm; dynamic stiffness Z/X/Y=342/140/140 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=8±2/8±2/8±2 Hz; shock stiffness Z/X/Y=120/52/52 N/mm; max allowable defl Z/X/Y=36/37/37 mm; damping ratio >=0.18; mount hole pitch L1=172 L2=172; 3 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-150,"wire rope, stainless bars",,,250,116,96,13.5,3.5,,1500,248,95,95,,36,8±2,cat p.50-53; nominal load Z=1500 N X=705 N Y=705 N; static defl at nominal 7±2 mm; static stiffness Z/X/Y=248/95/95 N/mm; dynamic stiffness Z/X/Y=357/144/144 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=8±2/7±2/7±2 Hz; shock stiffness Z/X/Y=187/80/80 N/mm; max allowable defl Z/X/Y=36/37/37 mm; damping ratio >=0.18; mount hole pitch L1=220 L2=220; 3 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-200,"wire rope, stainless bars",,,250,116,96,13.5,3.8,,2000,285,102,102,,36,7±2,cat p.50-53; nominal load Z=2000 N X=940 N Y=940 N; static defl at nominal 8±2 mm; static stiffness Z/X/Y=285/102/102 N/mm; dynamic stiffness Z/X/Y=439/176/176 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=7±2/7±2/7±2 Hz; shock stiffness Z/X/Y=202/87/87 N/mm; max allowable defl Z/X/Y=36/37/37 mm; damping ratio >=0.18; mount hole pitch L1=220 L2=220; 3 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-300,"wire rope, stainless bars",,,230/300,124,107,13.5,4.5,,3000,370,129,129,,37,7±2,cat p.50-53; nominal load Z=3000 N X=1410 N Y=1410 N; static defl at nominal 9±2 mm; static stiffness Z/X/Y=370/129/129 N/mm; dynamic stiffness Z/X/Y=800/321/321 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=7±2/7±2/7±2 Hz; shock stiffness Z/X/Y=317/136/136 N/mm; max allowable defl Z/X/Y=37/38/38 mm; damping ratio >=0.18; mount hole pitch L1=270 L2=200; 3 holes per bar; Diagram 1; interface option II; all stainless steel; marine use; L = 230 upper bar / 300 lower bar
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-400,"wire rope, stainless bars",,,320,147,125,17.5,7.5,,4000,470,295,295,,38,8±2,cat p.50-53; nominal load Z=4000 N X=1880 N Y=1880 N; static defl at nominal 9±2 mm; static stiffness Z/X/Y=470/295/295 N/mm; dynamic stiffness Z/X/Y=1418/570/570 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=8±2/8±2/8±2 Hz; shock stiffness Z/X/Y=476/205/205 N/mm; max allowable defl Z/X/Y=38/40/40 mm; damping ratio >=0.18; mount hole pitch L1=283 L2=283; 2 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-600,"wire rope, stainless bars",,,320,147,125,17.5,8,,6000,600,260,260,,38,8±2,cat p.50-53; nominal load Z=6000 N X=2820 N Y=2820 N; static defl at nominal 9±2 mm; static stiffness Z/X/Y=600/260/260 N/mm; dynamic stiffness Z/X/Y=1724/694/694 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=8±2/7±2/7±2 Hz; shock stiffness Z/X/Y=525/226/226 N/mm; max allowable defl Z/X/Y=38/40/40 mm; damping ratio >=0.18; mount hole pitch L1=283 L2=283; 2 holes per bar; Diagram 1; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-800,"wire rope, stainless bars",,,428,195,173,see Diagram 3 (15 / 2-22),14,,8000,665,200,200,,73,5±2,cat p.50-53; nominal load Z=8000 N X=3760 N Y=3760 N; static defl at nominal 12±2 mm; static stiffness Z/X/Y=665/200/200 N/mm; dynamic stiffness Z/X/Y=980/394/394 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=5±2/5±2/5±2 Hz; shock stiffness Z/X/Y=432/186/186 N/mm; max allowable defl Z/X/Y=73/76/76 mm; damping ratio >=0.18; mount hole pitch L1=388 L2=388; 3 holes per bar; Diagram 3; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-1000,"wire rope, stainless bars",,,428,195,173,see Diagram 3 (15 / 2-22),16,,10000,835,280,280,,73,5±2,cat p.50-53; nominal load Z=10000 N X=4700 N Y=4700 N; static defl at nominal 12±2 mm; static stiffness Z/X/Y=835/280/280 N/mm; dynamic stiffness Z/X/Y=1264/507/507 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=5±2/5±2/5±2 Hz; shock stiffness Z/X/Y=570/245/245 N/mm; max allowable defl Z/X/Y=73/76/76 mm; damping ratio >=0.18; mount hole pitch L1=388 L2=388; 3 holes per bar; Diagram 3; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTS special all-stainless wire rope isolator,OVTS-1200,"wire rope, stainless bars",,,428,195,173,see Diagram 3 (15 / 2-22),18,,12000,1200,450,450,,73,5±2,cat p.50-53; nominal load Z=12000 N X=5600 N Y=5600 N; static defl at nominal 10±2 mm; static stiffness Z/X/Y=1200/450/450 N/mm; dynamic stiffness Z/X/Y=1545/620/620 N/mm (at ~0.3x static defl amplitude); inherent freq Z/X/Y=5±2/5±2/5±2 Hz; shock stiffness Z/X/Y=710/305/305 N/mm; max allowable defl Z/X/Y=73/76/76 mm; damping ratio >=0.18; mount hole pitch L1=388 L2=388; 3 holes per bar; Diagram 3; interface option I; all stainless steel; marine use
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN10-20,elastomer + wire rope hybrid,,,127,111,76,9,,,196.2,105,65,158,,28,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 20 kg, lateral 15 kg (=147.2 N), longitudinal 35 kg (=343.4 N); static deformation at rated: vertical 4±1, lateral 6±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=105/65/158 N/mm; shock stiffness vertical/lateral/longitudinal=53/31/74 N/mm; max allowable deformation vertical/lateral/longitudinal=28/30/30 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=45 L2=100; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN10-15,elastomer + wire rope hybrid,,,127,111,76,9,,,147.2,78,45,109,,28,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 15 kg, lateral 10 kg (=98.1 N), longitudinal 24 kg (=235.4 N); static deformation at rated: vertical 4±1, lateral 6±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=78/45/109 N/mm; shock stiffness vertical/lateral/longitudinal=41/21/50 N/mm; max allowable deformation vertical/lateral/longitudinal=28/30/30 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=45 L2=100; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN10-10,elastomer + wire rope hybrid,,,127,111,76,9,,,98.1,52,36,68,,28,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 10 kg, lateral 8 kg (=78.5 N), longitudinal 15 kg (=147.2 N); static deformation at rated: vertical 4±1, lateral 6±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=52/36/68 N/mm; shock stiffness vertical/lateral/longitudinal=27/17/32 N/mm; max allowable deformation vertical/lateral/longitudinal=28/30/30 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=45 L2=100; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN20-150,elastomer + wire rope hybrid,,,203,165,140,9,,,1471.5,785,476,1203,,89,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 150 kg, lateral 105 kg (=1030 N), longitudinal 265 kg (=2599.7 N); static deformation at rated: vertical 5±1, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=785/476/1203 N/mm; shock stiffness vertical/lateral/longitudinal=370/231/598 N/mm; max allowable deformation vertical/lateral/longitudinal=89/89/89 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=67 L2=156; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN20-100,elastomer + wire rope hybrid,,,203,165,140,9,,,981,523,274,704,,89,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 100 kg, lateral 60 kg (=588.6 N), longitudinal 155 kg (=1520.6 N); static deformation at rated: vertical 5±1, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=523/274/704 N/mm; shock stiffness vertical/lateral/longitudinal=243/132/347 N/mm; max allowable deformation vertical/lateral/longitudinal=89/89/89 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=67 L2=156; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN20-50,elastomer + wire rope hybrid,,,203,165,140,9,,,490.5,262,114,299,,89,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 50 kg, lateral 25 kg (=245.2 N), longitudinal 65 kg (=637.6 N); static deformation at rated: vertical 5±1, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=262/114/299 N/mm; shock stiffness vertical/lateral/longitudinal=124/53/146 N/mm; max allowable deformation vertical/lateral/longitudinal=89/89/89 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=67 L2=156; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN30-250,elastomer + wire rope hybrid,,,241,165,140,9,,,2452.5,1308,795,1993,,89,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 250 kg, lateral 170 kg (=1667.7 N), longitudinal 440 kg (=4316.4 N); static deformation at rated: vertical 5±1, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=1308/795/1993 N/mm; shock stiffness vertical/lateral/longitudinal=609/389/989 N/mm; max allowable deformation vertical/lateral/longitudinal=89/89/89 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=67 L2=156; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN30-125,elastomer + wire rope hybrid,,,241,165,140,9,,,1226.2,654,342,882,,89,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 125 kg, lateral 75 kg (=735.8 N), longitudinal 195 kg (=1913 N); static deformation at rated: vertical 5±1, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=654/342/882 N/mm; shock stiffness vertical/lateral/longitudinal=305/165/437 N/mm; max allowable deformation vertical/lateral/longitudinal=89/89/89 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=67 L2=156; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN30-60,elastomer + wire rope hybrid,,,241,165,140,9,,,588.6,314,133,362,,89,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 60 kg, lateral 30 kg (=294.3 N), longitudinal 80 kg (=784.8 N); static deformation at rated: vertical 5±1, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=314/133/362 N/mm; shock stiffness vertical/lateral/longitudinal=148/62/175 N/mm; max allowable deformation vertical/lateral/longitudinal=89/89/89 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅9, pitch L1=67 L2=156; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN40-300,elastomer + wire rope hybrid,,,279,235,165,11,,,2943,1569,706,1794,,102,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 300 kg, lateral 155 kg (=1520.6 N), longitudinal 395 kg (=3875 N); static deformation at rated: vertical 6±2, lateral 7±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=1569/706/1794 N/mm; shock stiffness vertical/lateral/longitudinal=824/347/882 N/mm; max allowable deformation vertical/lateral/longitudinal=102/102/102 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅11, pitch L1=80 L2=191; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN40-200,elastomer + wire rope hybrid,,,279,235,165,11,,,1962,1046,476,1318,,102,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 200 kg, lateral 105 kg (=1030 N), longitudinal 295 kg (=2894 N); static deformation at rated: vertical 6±2, lateral 7±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=1046/476/1318 N/mm; shock stiffness vertical/lateral/longitudinal=549/231/648 N/mm; max allowable deformation vertical/lateral/longitudinal=102/102/102 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅11, pitch L1=80 L2=191; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN40-80,elastomer + wire rope hybrid,,,279,235,165,11,,,784.8,418,206,497,,102,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 80 kg, lateral 45 kg (=441.5 N), longitudinal 110 kg (=1079.1 N); static deformation at rated: vertical 6±2, lateral 7±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=418/206/497 N/mm; shock stiffness vertical/lateral/longitudinal=220/99/245 N/mm; max allowable deformation vertical/lateral/longitudinal=102/102/102 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅11, pitch L1=80 L2=191; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN50-1800,elastomer + wire rope hybrid,,,375,240,184,14,,,17658,9416,2224,6102,,95,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 1800 kg, lateral 500 kg (=4905 N), longitudinal 1340 kg (=13145.4 N); static deformation at rated: vertical 6±2, lateral 7±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=9416/2224/6102 N/mm; shock stiffness vertical/lateral/longitudinal=4435/1078/3021 N/mm; max allowable deformation vertical/lateral/longitudinal=95/95/95 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅14, pitch L1=115 L2=267; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN50-1000,elastomer + wire rope hybrid,,,375,240,184,14,,,9810,5231,1264,3348,,95,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 1000 kg, lateral 280 kg (=2746.8 N), longitudinal 755 kg (=7406.6 N); static deformation at rated: vertical 6±2, lateral 7±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=5231/1264/3348 N/mm; shock stiffness vertical/lateral/longitudinal=2542/614/1652 N/mm; max allowable deformation vertical/lateral/longitudinal=95/95/95 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅14, pitch L1=115 L2=267; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN50-400,elastomer + wire rope hybrid,,,375,240,184,14,,,3924,2092,528,1362,,95,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 400 kg, lateral 115 kg (=1128.2 N), longitudinal 300 kg (=2943 N); static deformation at rated: vertical 6±2, lateral 7±2, longitudinal 5±1 mm; dynamic stiffness vertical/lateral/longitudinal=2092/528/1362 N/mm; shock stiffness vertical/lateral/longitudinal=1015/256/672 N/mm; max allowable deformation vertical/lateral/longitudinal=95/95/95 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅14, pitch L1=115 L2=267; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
EKD/OVICTOR Vibration Isolator catalogue (2023),OVTN rubber-coated anti-impact isolator,OVTN60-2400,elastomer + wire rope hybrid,,,546,305,229,20,,,23544,12555,4056,4416,,121,10~18,"cat p.54-57; rated loads printed in kg, converted x9.81: vertical 2400 kg, lateral 900 kg (=8829 N), longitudinal 980 kg (=9613.8 N); static deformation at rated: vertical 7±2, lateral 7±2, longitudinal 6±2 mm; dynamic stiffness vertical/lateral/longitudinal=12555/4056/4416 N/mm; shock stiffness vertical/lateral/longitudinal=6307/2011/2186 N/mm; max allowable deformation vertical/lateral/longitudinal=121/127/127 mm; inherent freq 10~18 Hz (all sizes); damping ratio 0.1~0.3; mount holes 8-∅20, pitch L1=162 L2=378; elastomer + wire rope; seawater immersion OK; shelf 2y service 10y; shear col = lateral, roll col = longitudinal"
