source,family,model,stroke_mm,energy_per_cycle_nm,energy_per_hour_nm,eff_mass_min_kg,eff_mass_max_kg,max_force_n,thread,body_dia_mm,length_mm,weight_kg,damping_type,temp_min_c,temp_max_c,notes
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB100-600,600,240000,,22680,1920000,467000,M130x2,130,1815,76.8,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 1,170-23,300 N; A max 1,815, B 1,175, C 720 mm; side load 2.0 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB160-400,400,240000,,22700,1920000,700000,M210x2,210,1400,155.6,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 1,870-18,100 N; A max 1,400, B 940, C 600 mm; side load 4 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB160-600,600,360000,,34000,2880000,700000,M210x2,210,2000,189.0,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 2,100-18,800 N; A max 2,000, B 1,340, C 800 mm; side load 3 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.272-273,EB63-EB160 crane buffer low return force,EB160-800,800,480000,,45400,3840000,700000,M210x2,210,2600,222.3,optimised characteristic (safety / emergency stop),-12,66,"crane installation safety absorber, optimised characteristic; spring package + gas accumulator return, filling pressure approx 0.55-1.1 bar; return force 2,400-19,500 N; A max 2,600, B 1,740, C 1,000 mm; side load 2 deg (values reduced 20% at max angle); length = A max; thread/body dia and max force from ACE web catalogue p.76-79 (main cat. family reacting force 187-700 kN); impact velocity 0.5-4.6 m/s; ATF; designed to AISE standards; individually calculated by ACE"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC64-62-S,62,450,,,,,M12,64,79,0.174,profile damper (co-polyester elastomer),-40,90,"E3 continuous 450 Nm, E3 emergency stop 630 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 64, d2 52, d3 89 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC74-76-S,76,980,,,,,M12,74,96,0.260,profile damper (co-polyester elastomer),-40,90,"E3 continuous 980 Nm, E3 emergency stop 1372 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 74, d2 61, d3 114 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC83-73-S,73,1940,,,,,M12,83,94,0.328,profile damper (co-polyester elastomer),-40,90,"E3 continuous 1940 Nm, E3 emergency stop 2715 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 83, d2 69, d3 127 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC86-39,39,1210,,,,,M12,86,56,0.284,profile damper (co-polyester elastomer),-40,90,"E3 continuous 1210 Nm, E3 emergency stop 1695 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 86, d2 78, d3 133 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC90-49,49,1640,,,,,M12,90,68,0.264,profile damper (co-polyester elastomer),-40,90,"E3 continuous 1640 Nm, E3 emergency stop 2295 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 90, d2 67, d3 124 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC100-59,59,1785,,,,,M12,100,84,0.543,profile damper (co-polyester elastomer),-40,90,"E3 continuous 1785 Nm, E3 emergency stop 2500 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 100, d2 91, d3 149 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC102-63,63,1970,,,,,M16,102,98,0.662,profile damper (co-polyester elastomer),-40,90,"E3 continuous 1970 Nm, E3 emergency stop 2760 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 102, d2 82, d3 140 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC108-30,30,1900,,,,,M12,108,53,0.392,profile damper (co-polyester elastomer),-40,90,"E3 continuous 1900 Nm, E3 emergency stop 2660 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 108, d2 77, d3 133 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC117-97,97,3710,,,,,M16,117,129,1.043,profile damper (co-polyester elastomer),-40,90,"E3 continuous 3710 Nm, E3 emergency stop 5195 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 117, d2 100, d3 188 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC134-146-S,146,7310,,,,,M16,134,188,1.695,profile damper (co-polyester elastomer),-40,90,"E3 continuous 7310 Nm, E3 emergency stop 10230 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 134, d2 117, d3 215 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC136-65,65,4250,,,,,M16,136,106,1.147,profile damper (co-polyester elastomer),-40,90,"E3 continuous 4250 Nm, E3 emergency stop 5950 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 136, d2 106, d3 178 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC137-90,90,6350,,,,,M16,137,115,1.201,profile damper (co-polyester elastomer),-40,90,"E3 continuous 6350 Nm, E3 emergency stop 8890 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 137, d2 113, d3 216 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC146-67-S,67,8330,,,,,M16,146,118,1.573,profile damper (co-polyester elastomer),-40,90,"E3 continuous 8330 Nm, E3 emergency stop 11660 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 146, d2 99, d3 191 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC150-178-S,178,8860,,,,,M16,150,241,2.674,profile damper (co-polyester elastomer),-40,90,"E3 continuous 8860 Nm, E3 emergency stop 12400 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 150, d2 132, d3 224 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC153-178-S,178,7260,,,,,M16,153,226,2.522,profile damper (co-polyester elastomer),-40,90,"E3 continuous 7260 Nm, E3 emergency stop 10165 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 153, d2 131, d3 241 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC168-124,124,10100,,,,,M16,168,166,2.533,profile damper (co-polyester elastomer),-40,90,"E3 continuous 10100 Nm, E3 emergency stop 14140 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 168, d2 147, d3 260 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
ACE Main Catalog 2018 metric p.280-281,TUBUS TC / TC-S crane buffer,TC176-198-S,198,12725,,,,,M16,176,252,3.660,profile damper (co-polyester elastomer),-40,90,"E3 continuous 12725 Nm, E3 emergency stop 17810 Nm; energy absorption 31-64 %; dynamic force range (family) 80,000-978,000 N; d1 176, d2 150, d3 279 mm; length = A; -S = soft type; meets OSHA/CMAA; impact velocity max 5 m/s"
